start	end	text
3541560	3542580	dans les subconscients.
3544520	3545580	On peut utiliser Google,
3545760	3546180	mais se battre
3546180	3547340	pour un numérique libertaire
3547340	3549480	sans s'auto-flageller.
3549800	3550520	C'est précisément
3550520	3551020	parce que
3551020	3552160	c'est super galère
3552160	3552780	de s'extraire
3552780	3553140	de Google
3553140	3554260	et de l'hégémonie
3554260	3556380	techno-néo-féodale
3556380	3558320	que c'est justement
3558320	3559260	parce que c'est la merde
3559260	3560180	de s'en extraire
3560180	3561660	que l'on le critique.
3562180	3562560	Et il ne faut pas
3562560	3563340	s'auto-flageller
3563340	3563480	en disant
3563480	3563700	« Ah oui,
3563700	3564240	j'utilise Google,
3564340	3564800	ce n'est pas bien. »
3564800	3565000	Alors ça,
3565060	3565380	c'est vraiment
3565380	3566720	niveau zéro
3566720	3568080	de la réflexion politique.
3568480	3569700	C'est un truc
3569700	3570600	pareil ambiant
3570600	3570940	qui traîne
3570940	3571660	dans les subconscients,
3571780	3572160	mais moi,
3572220	3572600	je pense qu'il faut
3572600	3573280	arrêter avec ça.
3573840	3574320	Ça ne veut pas dire
3574320	3574740	qu'il ne faut pas
3574740	3575540	essayer de faire autrement,
3575640	3576240	mais il faut arrêter
3576240	3576920	de s'auto-flageller
3576920	3577380	là-dessus.
3578040	3578300	Et puis,
3578360	3579180	il faut demander
3579180	3580360	aux geeks libristes
3580360	3581120	des alternatives
3581120	3582040	qui fonctionnent
3582040	3583300	même pour les non-geeks
3583300	3583800	parce qu'il y en a
3583800	3584240	un peu marre
3584240	3585900	des geeks libristes
3585900	3586560	qui font des outils
3586560	3587740	qui fonctionnent pour eux
3587740	3588560	et ensuite,
3588720	3588900	ils disent
3588900	3589080	« Ah ben,
3589120	3589500	c'est de ta faute,
3589580	3589940	tu n'as qu'à utiliser
3589940	3590380	le logiciel
3590380	3590600	que moi,
3590660	3590960	j'ai codé
3590960	3591920	alors qu'il n'y a
3591920	3592100	qu'eux
3592100	3593800	qui le comprennent. »
3593800	3594000	Et puis,
3594060	3594460	pour finir,
3595020	3596700	à quand des services publics,
3596800	3597560	des communs numériques
3597560	3598000	en opposition
3598000	3598740	à la Startup Nation
3598740	3599980	parce que,
3599980	3601420	en vrai,
3601500	3602880	c'est un peu saoulant
3602880	3603320	de voir
3603320	3604740	l'État français
3604740	3605300	qui essaye
3605840	3606240	de copier
3606240	3606960	les Américains
3606960	3607720	avec des startups
3607720	3608160	pour essayer
3608160	3608800	de concurrencer
3608800	3609380	les GAFAM,
3609380	3610140	etc.,
3610140	3610640	ça ne marche pas.
3610840	3611940	L'État français
3611940	3612560	ou l'Europe
3612560	3613120	pourraient prendre
3613120	3614460	complètement le contre-pied
3614460	3616180	des GAFAM
3616180	3616480	en disant
3616480	3616720	« Nous,
3616800	3618100	on va devenir leader
3618100	3619520	sur les logiciels
3619520	3620000	qui respectent
3620000	3620600	la vie privée,
3620700	3620900	etc.
3621100	3621620	On va créer
3621620	3623060	des communs numériques,
3623140	3624000	des services publics
3624000	3625400	pour maintenir ces communs
3625400	3626320	et ce serait
3626320	3627280	complètement ouf
3627280	3628740	mais à la place,
3628860	3629300	on est bloqué
3629300	3631440	dans un truc néolibéral
3631440	3632000	où on est bloqué
3632000	3633260	dans essayer
3633260	3634040	de faire des startups
3634040	3634680	pour concurrencer
3634680	3635100	les GAFAM
3635100	3635680	et ça ne marche pas.
3637800	3638160	Voilà,
3638280	3638400	et puis,
3638460	3638840	je vous ai mis
3638840	3639580	plein de références
3639580	3640240	et puis du coup,
3640300	3640720	mes slides
3640720	3641800	sont accessibles.
3644080	3645180	On pourra les partager
3645180	3645800	sans doute après
3645800	3646980	la conférence.
3647040	3647480	Je suis désolé,
3647540	3647880	j'ai complètement
3647880	3648660	explosé le temps.
3648760	3649280	Je pense que j'ai fait
3649280	3649760	une heure au lieu
3649760	3650420	de 40 minutes.
3655200	3655840	T'inquiète,
3656020	3657120	tu es sur le timing
3657120	3657720	habituel.
3658360	3658940	Ah, ok, ça va.
3659660	3660760	On dit toujours 40
3660760	3661440	et ça fait une heure
3661440	3662100	mais il ne faut pas
3662100	3662680	trop le dire.
3663300	3663380	Ok.
3666200	3666920	Super, merci.
3667320	3668820	C'était hyper intéressant.
3668840	3669440	intéressant et là,
3669540	3670880	on se passe la main
3670880	3672940	à ceux qui ont des questions.
3673320	3674100	Il y a eu pas mal
3674100	3674640	de réactions
3674640	3676260	dans le chat.
3676500	3676520	Donc,
3676760	3677680	si vous voulez intervenir,
3677760	3678400	poser des questions,
3678560	3678940	réagir,
3679700	3680160	allez-y.
3681360	3682120	C'est possible.
3685320	3685640	Oui,
3685700	3686080	il y a eu des gens
3686080	3686540	qui ont parlé
3686540	3686920	dans le chat,
3687000	3687340	effectivement.
3691340	3691660	Oui,
3691920	3692140	après,
3692200	3692700	les gens sont en train
3692700	3693040	de manger
3693040	3693360	donc,
3693940	3694860	ce n'est jamais facile
3694860	3695640	pour poser une question
3695640	3697140	mais...
3698840	3707820	tu as des bravos
3707820	3708440	pour l'instant.
3709720	3710120	Cool.
3715520	3716380	Personne n'a de question?
3716380	3721360	Ah,
3721480	3722020	je crois qu'il y en a
3722020	3722440	une qui arrive.
3725800	3726560	Je ne veux pas parler.
3728000	3728120	Ah,
3728180	3728300	ok.
3728300	3731840	Alexandre est en train
3731840	3732140	de t'écrire
3732140	3732620	une question.
3735740	3736420	Je mets un lien
3736420	3737400	vers les supports
3737400	3740160	si vous voulez
3740160	3740780	à les yeux télé.
3742360	3742640	Ok.
3743080	3743980	C'est ton site internet,
3744120	3744480	c'est ça?
3746200	3746880	C'est là où je mets
3746880	3747200	mes supports
3747200	3747620	de formation
3747620	3748500	lorsque je fais des formations.
3748680	3748780	Du coup,
3748840	3749140	je me suis dit
3749140	3750460	que c'est pratique.
3752300	3752500	Ah,
3752520	3752940	il y a Anne.
3754280	3755280	Anne qui a levé la main.
3756420	3756580	Oui.
3757460	3757900	Je ne sais pas
3757900	3758260	comment on gère
3758260	3758740	la question.
3761380	3762380	On t'entend pas, Anne.
3762380	3762880	Je gère la question, Thibon.
3763780	3764020	Oui.
3764020	3766580	J'essaye.
3767800	3768080	Bon,
3768140	3768660	le temps qu'Anne,
3768740	3770020	elle a un petit souci
3770020	3770400	de micro,
3770520	3770800	je pense.
3771800	3772400	Le temps qu'elle puisse
3772400	3772760	le résoudre.
3772840	3772980	Sinon,
3773040	3773160	Anne,
3773200	3773560	tu peux écrire
3773560	3774060	dans le chat.
3775360	3775980	On verra.
3777680	3778200	N'hésite pas
3778200	3778840	à écrire dans le chat
3778840	3779640	si ton micro ne marche pas.
3780560	3781060	Mais en tout cas,
3781100	3781540	il y a une question
3781540	3782120	d'Alexandra
3782120	3783240	qui dit
3783240	3784640	comment en tant qu'entreprise
3784640	3785840	on peut soutenir tout ça
3785840	3787240	au-delà de ce qu'on fait déjà
3787240	3787760	à Copaname.
3792440	3793340	Je crois que c'est une question
3793340	3793760	pour toi.
3794020	3794820	Je ne sais pas.
3795180	3795400	OK.
3795900	3796340	Eh bien,
3797580	3798780	soutenir tout ça,
3798860	3799480	je ne sais pas trop.
3803640	3804360	Là, par exemple,
3804440	3806200	en écrivant les supports,
3806300	3806660	je me suis dit
3806660	3806800	tiens,
3806880	3806980	ouais,
3807020	3807480	Copcycle,
3807740	3808460	ils ont fait leur truc
3808460	3809040	en se disant
3809040	3811280	tiens,
3811360	3811480	ouais,
3811560	3812100	ce serait quand même
3812100	3813340	ballot
3813340	3816160	si on se faisait récupérer
3816160	3817340	par Uber et tout.
3818300	3818640	Du coup,
3818700	3819640	on va mettre une licence
3819640	3820500	et je me suis dit
3820500	3821440	mais d'ailleurs
3821440	3823040	pour notre logiciel
3823040	3823300	au doux,
3823380	3825200	les modules au doux
3825200	3825480	que nous,
3825540	3825920	on développe,
3826040	3826540	ce serait quand même
3826540	3827140	vachement ballot
3827140	3827800	si les sociétés
3827800	3828620	de portage salarial
3828620	3830800	tombaient sur nos add-ons
3830800	3831620	et récupéraient le truc
3831620	3832540	alors qu'on les a publiés
3832540	3833160	en jeu de celles libres.
3833320	3833480	Du coup,
3833560	3833640	bon,
3834080	3834280	après,
3834360	3834680	je ne sais pas
3834680	3835300	si c'est un truc
3835300	3835940	dont il faut vraiment
3835940	3836660	se préoccuper
3836660	3838740	à notre échelle
3838740	3842520	de coopérative,
3842600	3842780	je ne sais pas
3842780	3843080	s'il y a vraiment
3843080	3843480	un risque
3843480	3845540	que le portage salarial
3845540	3847340	récupère nos trucs,
3847420	3847840	je pense que ça
3847840	3849160	est prêt d'arriver,
3849260	3849500	mais c'est vrai
3849500	3850260	que je me suis dit,
3850320	3850420	merde,
3850600	3851760	si on avait réfléchi,
3851860	3852360	peut-être qu'on aurait
3852360	3852980	pu mettre autre chose
3852980	3853780	qu'une licence libre
3853780	3855480	sur nos trucs.
3855740	3857840	Mais à part ça,
3857840	3863220	de manière générale,
3863460	3863540	voilà,
3863720	3863800	bon,
3863860	3864200	il y a quand même
3864200	3866500	dans ce qui traîne
3866500	3867460	dans ce que j'ai raconté,
3867560	3867880	c'est quand même
3867880	3868800	il y a l'histoire
3868800	3869700	du modèle économique
3869700	3870540	qui est vraiment un truc
3870540	3872160	où ça,
3872240	3873480	c'est vraiment un débat
3873480	3874240	qui existe depuis
3874240	3875460	le début du licence libre,
3875600	3875620	quoi,
3875700	3876780	mais en fait,
3876840	3877600	il y a vraiment aussi
3877600	3878720	un truc sur arrêter
3878720	3879900	de penser que tout est gratuit,
3880640	3881100	mais du coup,
3882260	3882420	voilà,
3882500	3883120	comment est-ce qu'on fait
3883120	3884840	pour récupérer de l'argent ?
3886100	3886680	Par exemple,
3886780	3887280	Wikipédia,
3887280	3889460	ils ont vachement réussi
3889460	3890420	à garder un truc
3890420	3892360	où tous les ans,
3892480	3893680	ils harcèlent les utilisateurs,
3893780	3894300	les utilisatrices
3894300	3894680	pour dire,
3894760	3896100	il faut donner de l'argent
3896100	3897620	et c'est un peu le chiant
3897620	3899960	parce qu'on a des pâtés
3899960	3900400	comme ça
3900400	3901780	qui s'affichent
3901780	3902380	en haut de la page
3902380	3902860	et en même temps,
3902960	3903360	c'est ce qui fait
3903360	3904880	que Wikipédia reste indépendant
3904880	3905280	et du coup,
3905580	3906520	et pareil pour Framasoft,
3906640	3906980	tous les ans,
3907080	3907840	ils font une campagne
3907840	3909840	pour avoir des sous,
3909980	3911080	pareil pour la quadrature du net
3911080	3911600	par exemple
3911600	3914060	et c'est le modèle
3914060	3914660	un peu chiant
3914660	3915360	où il faut dépenser
3915360	3916460	une énergie affreuse
3917280	3919820	pour harceler les gens
3919820	3920700	pour qu'ils donnent de l'argent
3920700	3921160	et en même temps,
3921280	3921780	c'est comme ça,
3921940	3922780	c'est un peu le seul truc
3922780	3923620	qui permet de garantir
3923620	3926480	que c'est incommun
3926480	3930480	et ça ne répond pas trop
3930480	3930900	à la question
3930900	3931720	de qu'est-ce que les entreprises
3931720	3932200	peuvent faire
3932200	3933460	pour soutenir tout ça.
3933460	3938120	Le problème à l'heure actuelle,
3938220	3939060	c'est surtout l'état d'esprit
3939060	3939620	des libristes
3939620	3940200	qui empêchent
3940200	3940840	qu'on avance
3940840	3941560	vers un autre truc
3941560	3944600	et qui direct sortent du bois
3944600	3945080	pour dire
3945080	3945780	c'est pas libre
3945780	3946340	dès qu'il y a un truc
3946340	3948160	qui est plus de gauche
3948160	3948960	que le logiciel libre.
3948960	3955520	Par rapport à notre licence
3955520	3957160	qui nous on publie
3957160	3957780	en licence
3957780	3958780	à Ferro-GPL
3958780	3959580	à GPL
3959580	3960480	dans sa version 3
3960480	3961180	qui est un licence
3961180	3962940	très commune
3962940	3963980	et en opposition
3963980	3965340	ou en tout cas
3965340	3965880	en distinction
3965880	3966540	d'une licence
3966540	3967480	à réciprocité
3967480	3968580	telle que PopSacle
3968580	3970460	c'est que dans l'usage
3970460	3971220	on va avoir
3971220	3971940	un petit problème
3971940	3972860	sur la définition
3972860	3973960	de qui peut utiliser
3973960	3975680	notre logiciel
3975680	3977040	parce qu'on a tout un tas
3977040	3978300	de structures
3978300	3980060	vraiment amies
3980060	3980860	qui vont dans le même sens
3980860	3981260	que nous
3981260	3982560	qui peuvent être
3982560	3983200	aussi bien
3983200	3984760	des boîtes de portage salarial
3984760	3985700	parce qu'il y a
3985700	3986660	un coporteur
3986660	3989060	dirigé par Émilie
3989060	3990240	qui est vraiment
3990240	3990900	dans un statut
3990900	3992160	complètement coopératif
3992160	3994460	avec une accession
3994460	3995080	en sociétariat
3995080	3996220	mais on a aussi
3996220	3997420	des structures juridiques
3997420	3999400	qui pourtant
3999400	4000900	dont les usages
4000900	4001740	sont complètement
4001740	4003360	dans le cas
4003360	4003920	de l'ESS
4003920	4004800	mais qui ne sont pas
4004800	4005040	du tout
4005040	4005660	dans les statuts
4005660	4007040	dits ESS
4007040	4008040	il y a des SASU
4008040	4009260	Valentin est en SASU
4009260	4010220	on a des personnes
4010220	4011140	qui sont SAS
4011140	4012280	et qui pourtant
4012280	4013040	sont des très gros
4013040	4013820	contributeurs
4013820	4014720	au logiciel libre
4014720	4016220	donc on aurait du mal
4016220	4017220	à qualifier
4017220	4017700	je pense
4017700	4019460	de manière fiable
4019460	4020640	aussi bien
4020640	4021400	l'usage
4021400	4023220	que la forme juridique
4023220	4024160	voilà
4024160	4027140	donc du coup
4027140	4027720	on allait rester
4027720	4028260	sur un truc
4028260	4030220	beaucoup plus libéral
4030220	4031300	qui est la GPR
4031300	4032360	voilà
4035660	4039980	mais rien n'est fixé
4039980	4040720	en tout cas
4040720	4044340	est-ce qu'il y a
4044340	4044960	d'autres questions
4044960	4045260	je ne sais pas
4045260	4045720	si Anne
4045720	4047060	a réussi
4047060	4047900	à se reconnecter
4047900	4048920	à mettre son micro
4048920	4055300	merci pour cette présentation
4055300	4056980	c'est très éclairant
4056980	4058160	même si je m'étais déjà
4058160	4059040	renseignée
4059040	4060500	et on m'a dit
4060500	4061740	que des gens de confiance
4061740	4062400	m'ont dit
4062400	4063620	qu'il fallait être sur du libre
4063620	4064700	donc je le fais
4064700	4065300	mais c'est vrai
4065300	4066240	que ça m'a toujours
4066240	4066860	posé question
4066860	4067500	cette histoire
4067500	4068300	entre guillemets
4068300	4069020	bénévolat
4069020	4070200	donc moi je trouve
4070200	4071220	que c'est une bonne idée
4071220	4072860	enfin je ne suis vraiment
4072860	4073740	pas spécialiste
4073740	4074720	de la question
4074720	4075960	mais la question
4075960	4076840	de service public
4076840	4077440	je trouve que ça
4077440	4078380	me paraît une bonne idée
4078380	4083060	et j'étais vraiment
4083060	4084180	intriguée par le titre
4084180	4084960	parce que
4084960	4086100	j'ai tellement entendu
4086100	4087200	dire que le libre
4087200	4088020	c'était bien
4088020	4089360	que du coup
4089360	4090240	je ne savais plus trop
4090240	4091260	quoi penser
4091260	4092920	c'est
4092920	4093720	mais
4093720	4095280	moi ce qui me plaît
4095280	4095540	beaucoup
4095540	4096480	c'est la pérennité
4096480	4097140	et puis
4097140	4099560	les logiciels
4099560	4100380	de propriétaires
4100380	4100980	où il faut changer
4100980	4101520	de machine
4101520	4101960	parce que
4101960	4104280	l'ordinateur d'avant
4104280	4105420	ne fonctionne plus
4105420	4106980	ça moi je ne supportais plus
4106980	4107880	donc je suis ravie
4107880	4108460	d'être passée
4108460	4109800	sous l'unique
4109800	4113660	donc
4113660	4115860	je réécouterai
4115860	4116200	parce que
4116200	4117000	j'ai dû m'interrompre
4117000	4117600	de temps en temps
4117600	4119120	pour aller me servir
4119120	4119580	à manger
4119580	4120380	donc il faudrait
4120380	4120980	que je réécoute
4120980	4121920	la conférence
4121920	4124380	on mettra
4124380	4125840	le replay
4125840	4127260	sur le
4127260	4129300	on n'a pas parlé
4129300	4130300	d'une autre société
4130300	4131080	GAFAM
4131080	4131680	s'il en est
4131680	4132940	qui fait aussi
4132940	4133520	beaucoup beaucoup
4133520	4135080	d'obsolescence programmée
4135080	4135780	mais en tapant
4135780	4136480	dans l'autre gamme
4136480	4137240	c'est Apple
4137240	4138620	et voilà
4138620	4139460	qui utilise aussi
4139460	4140180	une foultitude
4140180	4140880	de logiciels
4140880	4142120	d'une autre branche
4142120	4142540	d'unique
4142540	4143060	ce qui s'appelle
4143060	4143960	Backes of Trade
4143960	4144520	Solution
4144520	4145400	d'SD
4145400	4146340	et qui a fait
4146340	4146920	un usage
4146920	4148220	complètement éhonté
4148220	4150500	d'un énorme iceberg
4150500	4151500	vraiment très très gros
4151500	4152620	et qui continue
4152620	4153140	et qui va
4153140	4153780	beaucoup plus loin
4153780	4154900	et qui en plus
4154900	4156020	a des idées
4156020	4156820	parfois un petit peu
4156820	4157460	plus visionnaires
4157460	4157920	que les autres
4157920	4159740	et voilà
4159740	4161000	qui ne redistribuent
4161000	4162180	pas du tout
4162180	4162620	en fait
4162620	4164800	dans l'écosystème
4164800	4165500	libriste
4165500	4173120	Après pour
4173120	4173620	rebondir
4173620	4174680	sur ce que tu disais
4174680	4176000	le propos
4176000	4176480	mon propos
4176480	4177080	n'est vraiment pas dire
4177080	4177480	il faut arrêter
4177480	4178100	avec le logiciel libre
4178100	4178500	mais le propos
4178500	4179240	c'est vraiment de dire
4179240	4179720	il faut arrêter
4179720	4181380	de penser
4181380	4181700	que genre
4181700	4183340	il y a vraiment ce truc
4183340	4183660	qui traîne
4183660	4184420	dans les libristes
4184420	4184740	de penser
4184740	4185520	qu'on va sauver le monde
4185520	4186320	et libérer les gens
4186320	4187080	à grand coup
4187080	4187740	de logiciel libre
4187740	4188640	et en fait
4188640	4189100	genre oui
4189100	4189580	mais en fait
4189580	4190800	quand tu regardes
4190800	4191560	vraiment dans le détail
4191560	4193340	en fait
4193340	4194000	le logiciel libre
4194000	4194360	c'est juste
4194360	4195320	ce qui permet aussi
4195320	4196420	aux gaffes femmes
4196420	4197080	de fonctionner
4197080	4198680	et vraiment
4198680	4199180	par exemple
4199180	4200660	je réitère
4200660	4201740	le cas de Firefox
4201740	4203420	c'est vraiment dramatique
4203420	4204420	Firefox
4204420	4205180	on a besoin
4205180	4206980	d'un logiciel
4206980	4207460	qui soit
4207460	4209360	libre
4209360	4210200	et tout ce qu'on veut
4210200	4211600	et c'est financé
4211600	4212380	à 90%
4212380	4212960	par Google
4212960	4214460	pour que
4214460	4214700	alors
4214700	4215420	c'est
4215520	4216000	ils le financent
4216000	4216760	parce qu'ils veulent
4216760	4218020	que ce soit
4218020	4218740	Google
4218740	4219420	le moteur de recherche
4219420	4219820	par défaut
4219820	4220260	dans Firefox
4220260	4221900	mais à mon avis
4221900	4222480	il y a aussi
4222480	4223060	un truc
4223060	4223740	un peu de
4223740	4225700	pour pas qu'on leur reproche
4225700	4226780	d'avoir un monopole
4226780	4227860	sur les navigateurs
4227860	4228180	et tout
4228180	4229000	en gros
4229000	4229460	ils financent
4229460	4230520	leur propre concurrence
4230520	4230840	tu vois
4230840	4231500	et du coup
4231500	4232020	c'est vraiment
4232020	4235000	et à côté de ça
4235000	4236500	la direction
4236500	4237640	stratégique de Firefox
4237640	4238280	elle fait des choix
4238280	4238940	un peu à côté
4238940	4239360	de la plaque
4239360	4239620	genre
4239620	4240720	à développer
4240720	4241420	moi j'ai vu là
4241420	4242060	en cherchant
4242060	4243480	ils ont développé
4243480	4244000	Firefox
4244000	4245500	pour la réalité augmentée
4245500	4248660	franchement
4248660	4249460	mais on s'en fout
4249460	4251400	il faut pas
4251400	4251780	il faut pas
4251780	4254700	si on faisait un peu
4254700	4255260	la wishlist
4255260	4256440	de la liste de souhait
4256440	4257460	de ce qu'on aimerait avoir
4257460	4258660	dans Firefox
4258660	4259620	pour un peu changer
4259620	4261000	les règles du jeu
4261000	4261940	du web
4261940	4262520	dans le bon sens
4262520	4263360	il y aurait mille trucs
4263360	4263760	à faire
4263760	4264040	pour
4264040	4265180	pour
4265180	4268600	pour aller dans l'autre sens
4268600	4268820	mais
4268820	4269980	comme ils ont un peu
4269980	4270600	une mainmise
4270600	4271160	de Google
4271160	4271880	sur eux
4271880	4272980	ils peuvent pas non plus
4272980	4273540	décréter
4273540	4274480	tiens on va bloquer
4274480	4275160	tout le pistage
4275160	4275880	automatiquement
4275880	4277040	enfin plus ou moins
4277040	4277800	ils le font un peu
4277800	4278040	mais
4278040	4280180	mais ils ont pas
4280180	4280640	forcément
4280640	4281100	ils sont pas
4281100	4281540	ils sont un peu
4281540	4282260	bridés là-dessus
4282260	4284360	pour connaître
4284360	4285560	mon propos
4285560	4286020	c'est de dire
4286020	4286540	le salib
4286540	4286980	c'est vraiment pas
4286980	4287820	la fin de l'histoire
4287820	4289040	il faut vraiment
4289040	4289900	qu'on aille au-delà
4289900	4290780	et qu'on pense
4290780	4291860	de manière générale
4291860	4292740	une informatique
4292740	4294220	libertaire
4294220	4294920	et émancipatrice
4294920	4299380	pour aller encore plus loin
4299380	4300700	pour connaître en plus
4300700	4301660	des juristes
4301660	4302380	très haut placés
4302380	4303740	chez Google
4303740	4304840	ne pas oublier
4304840	4305740	en fait que Google
4305740	4306960	s'est créé
4306960	4307800	aux Etats-Unis
4307800	4308880	grâce à la loi
4308880	4310140	antitrust
4310140	4312420	de l'état fédéral américain
4312420	4314260	qui a créé Google
4314260	4314640	pour
4314640	4315840	enfin vraiment
4315840	4316260	qui a permis
4316260	4317540	la création de Google
4317540	4319540	pour détruire
4319540	4319920	en fait
4319920	4321520	la suprématie absolue
4321520	4324420	et le monopolisme
4324420	4325340	de Microsoft
4325340	4326180	c'est vraiment ça
4326180	4326700	qui s'est passé
4326700	4327620	donc effectivement
4327620	4328540	s'ils sont bien passés
4328540	4329640	pour savoir
4329640	4330820	qu'il ne va pas courir
4330820	4332000	les mêmes risques
4332000	4333580	alors 400 millions d'euros
4333580	4334140	c'est peanuts
4334140	4334820	pour vraiment
4334820	4335540	en payer un du coup
4335540	4337020	donc ça c'est
4337020	4337840	super intéressant
4337840	4338580	et vraiment je pense
4338580	4340440	qu'on commence à voir
4340440	4340980	de plus en plus
4340980	4341460	de juristes
4341460	4343100	qui se ponchent
4343100	4345040	sur la problématique
4345040	4346240	des communs
4346240	4346980	on en connaît nous
4346980	4347960	en tout cas
4347960	4348680	assez directement
4348680	4349640	aussi bien
4349640	4350340	donc ça c'est
4350340	4350960	les spécificités
4350960	4351720	du droit français
4351720	4353040	chez les publicistes
4353040	4354060	que les privatistes
4354060	4355140	c'est incroyable
4355140	4356160	parce que jusque dans
4356160	4357000	la thématique
4357000	4357720	des logiciels libres
4357720	4359040	comme ils sont privatistes
4359040	4359640	ou publicistes
4359640	4360200	ils ne se connaissent pas
4360200	4360600	entre eux
4360600	4361660	c'est assez hallucinant
4361660	4362360	c'est assez marrant
4362360	4363860	mais j'ai bien espoir
4363860	4365180	que le logic-up
4365180	4366700	fasse que ces gens-là
4366700	4367300	se rencontrent
4367300	4368600	et avancent
4368600	4369380	ce qui est effectivement
4369380	4371320	la problématique
4371320	4372740	c'est qu'on est
4372740	4374120	dans un univers
4374120	4375160	de production
4375160	4375780	de logiciels
4375780	4376300	de production
4376300	4377000	de plus en plus
4377000	4378860	raccourcie
4378860	4379640	enfin vous voyez
4379640	4380920	le nombre de fois
4380920	4381480	tous les jours
4381480	4382300	vous faites des mises à jour
4382300	4383080	de votre téléphone
4383080	4383840	c'est votre téléphone
4383840	4385580	qui le fait tout seul
4385580	4386640	et donc c'est
4386640	4387640	comment en fait
4387640	4388400	on rémunère
4388400	4389180	les gens
4389180	4390140	qui créent
4390140	4390980	des logiciels
4390980	4391940	et dans quelles conditions
4391940	4393080	ces logiciels
4393080	4393780	sont-ils créés
4393780	4394240	par rapport
4394240	4395360	à leurs usages
4395360	4396000	finalement
4396000	4400060	et le débat
4400060	4400340	Vincent
4400340	4404160	je me permets
4404160	4404460	d'essayer
4404460	4405220	de passer la parole
4405220	4405920	parce qu'il ne nous reste
4405920	4407420	pas beaucoup de temps
4407420	4408840	et il y a Paul
4408840	4409460	qui lève la main
4409460	4410840	et qui voudrait parler
4410840	4412520	je ne sais pas
4412520	4413200	si vous m'entendez
4413200	4414820	si
4414820	4416940	j'ai un peu bataillé
4416940	4417500	avec le truc
4417500	4420180	oui non
4420180	4420640	tu parlais
4420640	4421460	justement
4421460	4422500	de comment on rémunère
4422500	4423020	ces gens-là
4423020	4423920	et j'ai entendu
4423920	4424780	que l'exemple
4424780	4425300	de Copcycle
4425300	4425920	avait été
4425920	4429520	cité
4429520	4431260	moi j'ai fait partie
4431260	4431660	du groupe
4431660	4432620	qui a lancé Copcycle
4432620	4434060	et donc il y avait
4434060	4434500	effectivement
4434500	4435620	deux aspects
4435620	4436720	il y avait la licence
4436720	4437640	donc cette licence
4437640	4438520	anticapitaliste
4438520	4440080	la copyleft
4440080	4440400	etc
4440400	4442400	et il y a un aspect
4442400	4443380	un autre aspect
4443380	4444020	dans Copcycle
4444020	4444560	qui est
4444560	4445840	un peu
4445840	4447260	un peu corrélé
4447260	4448180	mais qui est un peu différent
4448180	4448460	aussi
4448460	4450400	c'est le mode de financement
4450400	4451220	de Copcycle
4451220	4453060	qui n'est pas basé
4453060	4454020	sur un paiement
4454020	4454700	à l'usage
4454700	4455580	qui n'est pas basé
4455580	4456180	sur un
4456180	4457200	comment dire
4457200	4458000	un pay per use
4458000	4458680	comme on peut dire
4458680	4460060	un modèle économique
4460060	4461060	basique de logiciel
4461060	4461260	voilà
4461260	4461860	vous utilisez
4461860	4462380	vous payez
4462380	4463440	une certaine somme
4463440	4463920	par exemple
4463920	4464580	un abonnement
4464580	4465300	un genre de choses
4465300	4466280	mais qui est basé
4466280	4467140	sur une cotisation
4467140	4469060	cette cotisation
4469060	4469820	elle est décidée
4469820	4470920	par les membres
4470920	4472380	de la fédération
4472380	4472860	Copcycle
4472860	4475340	qui sont des coopératives
4475340	4476280	de livreurs associés
4476280	4476700	entre eux
4476700	4478400	qui déterminent
4478400	4478880	un montant
4478880	4479540	à allouer
4479540	4481640	pour financer
4481640	4483020	ce logiciel
4483020	4485340	pas que ça
4485340	4486060	il y a d'autres services
4486060	4486560	dans Copcycle
4486560	4487200	mais entre autres
4487200	4488020	ce logiciel
4488020	4489040	donc on décide
4489040	4490040	d'une assiette
4490040	4490780	et on prélève
4490780	4491260	une partie
4491260	4492000	de la valeur ajoutée
4492000	4493740	des différentes coopératives
4493740	4495040	en fonction
4495040	4495680	de leur revenu
4495680	4495960	etc
4495960	4497540	pour financer
4497540	4498120	le logiciel
4498120	4499340	donc il y a aussi
4499340	4501320	au delà de la licence
4501320	4502700	la question du modèle économique
4502700	4503300	et de la façon
4503300	4505580	dont on configure
4505580	4506700	ce modèle économique
4506700	4507720	qui est à mon sens
4507720	4508320	importante
4508320	4512420	voilà
4512420	4521580	on peut ajouter aussi
4521580	4522380	des initiatives
4522380	4524220	comme la coopérative
4524220	4524780	Colbutin
4524780	4526580	là j'ai oublié
4526580	4526980	le nom
4526980	4527880	à l'instant
4527880	4529120	de leur modèle
4529120	4529860	mais qui
4529860	4530800	en fait des coopératives
4530800	4531540	vraiment engagées
4531540	4532560	et qui choisissent
4532560	4534500	de mettre
4534500	4535680	un pourcentage
4535680	4536280	de leur chiffre
4536280	4536740	d'affaires
4536740	4537740	ou de leur valeur ajoutée
4537740	4540020	en fléchage
4540020	4540940	vers différents
4540940	4541760	projets
4541760	4542220	de logiciel
4542220	4544220	dans un autre contexte
4544220	4545220	c'est même plus
4545220	4546040	par les utilisateurs
4546040	4546300	mais là
4546300	4547180	c'est des producteurs
4547180	4548180	qui choisissent
4548180	4548600	en fait
4548600	4549440	de parier
4549440	4551260	sur un écosystème libre
4551260	4552100	comme nous
4552100	4552460	compagnons
4552460	4552900	on le fait aussi
4552900	4553480	parce qu'on essaie
4553480	4555260	de contribuer
